Description,Category
""":A certain admin will block you if you tell the truth about a certain user's dirty tricks. But she won't do anything to the user who pulled the dirty tricks. She only """"punishes"""" the victim of the dirty tricks. The perpetrator goes scot free. That's """"Wikipedia justice"""", as practiced by admin pschemp.  

Apparently she wants no one to know that Ryulong deleted my request for help on Khoikhoi's talk page, falsely describing my request for help as """"vandalism"""" in his edit summary. Oops! Was it """"uncivil"""" again, for me to tell the truth? If so, then prosecutors in court will never be able to tell the truth about crimes, because it would be an """"uncivil"""" """"personal attack"""" to use words such as """"lie"""", """"dishonest"""", """"vandal"""", """"thief"""", """"murderer"""", """"rapist"""", etc. The judge would get too upset by such """"uncivil comments"""". Come to think of it, every time an admin describes a user's action as """"vandalism"""", or a user as a """"vandal"""", that's an improper """"personal attack"""", according to pschemp's logic. If pschemp treats people equally (not likely), then she better block all the admins who make those """"personal attacks"""" of describing a particular user's behavior as """"vandalism"""". And she better block Ryulong for using that """"personal attack"""" against me in his false edit summaries.  

""",1
"cockbag 

you herad me gaylord",1
Yea well kiss my fucker shit nuts!,1
"Omicronpersei8  

Omicronpersei8 or more like Homocronperson8 who the fuck do you think you are I can use MY talk page for what I want!!!",1
"let me make it clear: if you again add a false claim to the article, I am no longer willing to check each single claim for correctness but I will revert all. You did wast too much time already!",0
"Re: My major edit summaries 

I have received your message. As I vote for or against candidates for administrators, I consider edit summary usage important. What exactly are WikiSin and mathbot?",0
"Octopus 

Am I the only one of us who attended school?",0
"Nintendo's own press releases and Iwata Asks don't accent his name, so...",0
"Can you explain the concept 'Anti-Americanism' to me? I don't quite understand it, I mean it's a genuinely accepted term on ultra-right outposts of the Imperial Murdoch Empire such as FOX (and the TW Empire such as CNN), but I just can't understand it, for example, can you imagine if someone in Italy released a book called 'The Anti-Italians'? It wouldn't even merit discussion, perhaps laughter, but certainly not discussion.",0
"Yes, that how I took it, and you can understand why I would be a little shocked. I'm satisfied with your explanation, though, and relieved. Thanks.",0
I cited the sources at the bottom of the page.... i mean for FUCK sake. Haven't you read the FUCKING discussion page dickwad?,1
"I'm talking to one person unless you are also all the other sock puppet accounts too? Apart from this you don't seem to have grasped leaving me alone, and this is a funny way of ignoring someone. This isn't primary school, deal with being called a name and I will stop calling you a name when you stop winding me up ie leaving me alone never to come back (talk",0
i think you'll find you are edit waring too so fuck you how dare you swear at me,1
"Of course, this isn’t the first time Leinart has proven to be clueless about the NFL. A few weeks ago, he didn’t kneel down the way a QB is expected to at the end of a victory over the Lions, and the Lions defenders gave him an earful. He apologized after the game and said that he hadn’t been in victory formation before in the NFL and thus didn’t know the proper way to kneel down (which does make sense).""""""",0
"Are all professors of rhetoric pompous, self-centered assholes?  Or is it just you?",1
not me doing the shocker bitch,1
"The Plot is wrong 

I just saw this film, and you have the plot wrong. The girls don't seek out the My Son drug. Eiji puts it into their IVs, that are for an experiment in contraceptives by his mother. They do not know they have had the My Son drug put into them, and neither does the mother. That's what makes the film so disturbing, is that they didn't choose to be a part of the experimentation of My Son.",0
"HEY!! 

Dan Fredinburg is indeed a notable person. Get that goddamn chip off your shoulder. That's why your delete tag was removed.",0
", 18 September 2015 (UTC)
Easily rectified, from where we're standing, yes?  Also    00:49",0
"Minor Counties 

Reference should be made to the work on the Minor Counties. A very solid piece of primary research over many years.",0
And you can join him too in shutting the stfu,1
"what the fuck did i do i have only edited my page 

well?",1
How does it feel to be a stupid bitch who edits wikipedia? too bad nobody will ever love you,1
"""  Junk all the crazy """"homage """" sites. Junk Murray Peden references.  Murray interviews aged  participants  ,then quotes dotage memories  in his 'accounts'. bah, Murray!
""",1
", 15 May 2012 (UTC)
Agree with Oncenawhile. per Wikipedia:CONS#No_consensus the material should be removed. Jayg, your comment is meaningless and adds nothing to the discussion.   09:03",0
"Well, obviously there is nothing wrong with those examples you gave. If they indeed violate WP:WAF like you claim, then that guideline is bullshit and should be ignored.",1
(The bot beat me to the signature - sorry! -  | Talk,0
"I won't remove the sock-puppet, but just let me edit the page one more time. And may I ask why the hell I'd continue contributing positively if I cant even reference to my own work? And I hope you have taken heed of my final coment",0
Now you block me?  Wow...I am reporting you.  63.226.104.225,0
"Make A ComeBack 

Make a comeback mate!",0
"LOL Bernie Mac actually does suck though 
So who cares?",1
"fuck dancehallqueen 

FUCK U BITCH  YOU STUPID CUNT EATING DYKE ASS JAMAICAN HO",1
"At what point is your approval required for anything? Kindly fuck off, thanks.",1
I am going to murder ZimZalaBim ST47 for being evil homosexual jews.,1
"Beta 
I am indeed a Beta at the Gamma Kappa chapter of the University of North Dakota.  We recently redesigned our website and I decided to add the link in the List of Beta Theta Pi chapters page.  I noticed that there were other chapters that had website but no links in the page.  I am also currently working on completing the chapter list.  

What chapter are you with?

Yours in ___kai____,",0
""":Defamatory and slanderous accusation made by  against 

 calls  an abusive administrator: """"victim of abuse of power by an administrator""""
 accuses  of having bias: """"You have revealed yourself to be tremendously partial do EconomistBR's opinion""""
 calls  a dictator: """"I would appreciate some further explanation of your actions, rather than unsubstantiated dictatorial acts""""
 calls  arrogant: """"exercised his prerrogative to block the page in a somewhat arrogant and authoritarian way""""
 calls 's opinion unfair: """"EconomistBR, the user in question, appealed to an administrator, User:Hu12, who took an unfair and unbalanced view""""

This smearing campaign and personal attacks of  against  is 's vengeance against , because 's impartial ruling didn't produce satisfactory results to .

  

""",0
You insert original research in the article. It is not allowed.,0
Response at User talk:DVdm#Floating_point:Talk,0
"| AOTD=
| featurebox=
| inmedia=Yes",0
Even If you have the rights to those movies...You're calling mee a liar? That violates your personel attach policy!!!!!!!!!!Conflict of interset ..You gotta be kidding Me? What is the conflict ...I recieve nothing for produceing these videos. I produced them for my own entertainment and to promote the Band or Singer and to introduce some educational value throught the Video. Because I linked to more than one constitutes spaming? Thats an odd interptertaion???????? I suppose No One adds more than one thing? Promoteing Myself...What a pernoid conclusion that is! What in the Videos I linked promotes ME?...??? What? Copyright? Since You called Me a Liar what would You like Me to do to PROVE COPRIGHT? What?...Conflict of Interest...by making the Video and being a Fan? Neuteral point of view...What IS NOT Neutral? SPAM Linking to an organization other than Wikipedia...By Definition THAT IS AM OUTSIDE LINK...isn't and by vertue of that COPYRIGHT SOULD NOT BE AN ISSUE. Thats YouTube's Job then isn't it?????????...Calm Down??? Fuck Wikipedia and the Hourse it wrote in on . You've wasted my time and efforts for the last time FUCK YOU!,1
your hair is lower then your mum's tits,1
fuck you99.99.167.130,1
"I suppose, you probably spent all your money on Star wars books so had no money for condoms. It all makes sense now, your not stupid just ignorantly poor.",1
"Evelyn Beatrice Hall, (1868 - 1919) biographical author of Voltaire; The Friends of Voltaire often mis-attributed to Voltaire",0
"User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.
User:Edgar181 is a shit.NEW",1
